rain,ndvi,lon,lat
3.6593995,0.6703942028985507,30.834672127402573,3.480971725963146
3.676584,0.6508304347826087,30.87958789160855,3.480971725963146
3.5955005,0.6819579710144928,30.834672127402573,3.5258874901691217
3.5626168,0.6487144927536233,30.87958789160855,3.5258874901691217
3.6140096,0.6741202898550726,30.834672127402573,3.570803254375098
3.5780256,0.6731898550724638,30.87958789160855,3.570803254375098
3.660095,0.6498391304347826,30.924503655814526,3.570803254375098
2.8806593,0.5840507246376812,31.957566232551976,3.570803254375098
2.8343415,0.6397869565217391,32.00248199675795,3.570803254375098
2.8343415,0.6217057971014492,32.047397760963925,3.570803254375098
2.8558865,0.6015333333333333,32.09231352516991,3.5258874901691217
2.8363748,0.5966869565217391,32.13722928937588,3.5258874901691217
2.8380456,0.5378942028985507,32.09231352516991,3.570803254375098
2.801959,0.5783753623188406,32.13722928937588,3.570803254375098
2.88093,0.5881782608695652,32.182145053581856,3.5258874901691217
2.9244175,0.6157811594202899,32.22706081778783,3.5258874901691217
2.8245306,0.580440579710145,32.182145053581856,3.570803254375098
2.9290614,0.5914217391304348,32.22706081778783,3.570803254375098
3.7631059,0.7174,30.56517754216672,3.615719018581074
3.6913123,0.6982855072463768,30.610093306372693,3.615719018581074
3.7746391,0.7237101449275362,30.56517754216672,3.66063478278705
3.6862588,0.7203768115942029,30.610093306372693,3.66063478278705
3.7515786,0.685663768115942,30.65500907057867,3.615719018581074
3.7515786,0.6610101449275362,30.699924834784646,3.615719018581074
3.749234,0.7086159420289855,30.65500907057867,3.66063478278705
3.749234,0.6943608695652174,30.699924834784646,3.66063478278705
3.6736817,0.6541797101449275,30.74484059899062,3.615719018581074
3.657123,0.656863768115942,30.7897563631966,3.615719018581074
3.5966904,0.6819028985507246,30.74484059899062,3.66063478278705
3.5918136,0.6731913043478261,30.7897563631966,3.66063478278705
3.6650822,0.6911826086956522,30.834672127402573,3.615719018581074
3.640471,0.6886869565217391,30.87958789160855,3.615719018581074
3.6602437,0.6817376811594204,30.834672127402573,3.66063478278705
3.653087,0.6869536231884058,30.87958789160855,3.66063478278705
3.7112505,0.6704608695652174,30.924503655814526,3.615719018581074
3.6229303,0.6456362318840579,30.969419420020504,3.615719018581074
3.7390249,0.6755550724637681,30.924503655814526,3.66063478278705
3.6220624,0.637331884057971,30.969419420020504,3.66063478278705
3.2356946,0.6249405797101449,31.508408590492216,3.66063478278705
3.1842482,0.6199275362318841,31.55332435469819,3.66063478278705
3.1842482,0.668055072463768,31.59824011890417,3.66063478278705
2.8100116,0.5864072463768116,31.957566232551976,3.615719018581074
2.8973248,0.5884333333333333,31.957566232551976,3.66063478278705
2.7791295,0.5698275362318841,32.00248199675795,3.615719018581074
2.7791295,0.5728420289855072,32.047397760963925,3.615719018581074
2.7650719,0.5639971014492754,32.00248199675795,3.66063478278705
2.7650719,0.5532188405797102,32.047397760963925,3.66063478278705
2.858665,0.5657608695652174,32.09231352516991,3.615719018581074
2.779606,0.5683028985507246,32.13722928937588,3.615719018581074
2.8386874,0.5573492753623188,32.09231352516991,3.66063478278705
2.8090317,0.5616086956521739,32.13722928937588,3.66063478278705
2.7936933,0.5994434782608696,32.182145053581856,3.615719018581074
2.8960085,0.5926550724637681,32.22706081778783,3.615719018581074
2.7722018,0.5840478260869565,32.182145053581856,3.66063478278705
2.8840096,0.6078971014492754,32.22706081778783,3.66063478278705
2.8497987,0.5847869565217391,32.27197658199381,3.615719018581074
2.8899624,0.5922217391304347,32.27197658199381,3.66063478278705
2.9699473,0.5872550724637681,32.316892346199786,3.66063478278705
3.8753526,0.7647942028985507,30.56517754216672,3.705550546993026
3.7739794,0.7288521739130435,30.610093306372693,3.705550546993026
3.7048988,0.7720855072463768,30.56517754216672,3.750466311199002
3.707564,0.7277130434782609,30.610093306372693,3.750466311199002
3.831392,0.7104014492753623,30.65500907057867,3.705550546993026
3.831392,0.6997971014492754,30.699924834784646,3.705550546993026
3.739599,0.7161594202898551,30.65500907057867,3.750466311199002
3.739599,0.6928217391304348,30.699924834784646,3.750466311199002
3.6485562,0.6885057971014493,30.74484059899062,3.705550546993026
3.6608412,0.7054391304347826,30.7897563631966,3.705550546993026
3.608305,0.6900507246376812,30.74484059899062,3.750466311199002
3.6083336,0.6964579710144928,30.7897563631966,3.750466311199002
3.6023264,0.6988202898550725,30.834672127402573,3.705550546993026
